             precision    recall  f1-score   support

          0       0.82      0.58      0.68        24
          1       0.50      0.76      0.60        17
          2       0.71      0.89      0.79        19
          3       0.56      0.61      0.58        23
          4       0.76      0.81      0.79        16
          5       0.60      0.60      0.60        15
          6       0.76      0.52      0.62        25
          7       0.93      0.61      0.74        23
          8       0.76      0.80      0.78        20
          9       0.58      0.58      0.58        19
         10       0.82      0.64      0.72        28
         11       0.84      0.76      0.80        21
         12       0.79      0.60      0.68        25
         13       0.68      0.79      0.73        19
         14       0.69      0.60      0.64        15
         15       0.53      0.91      0.67        11
         16       0.53      0.64      0.58        14
         17       0.79      0.58      0.67        19
         18       0.65      0.93      0.76        14
         19       0.88      0.65      0.75        23
         20       0.83      0.68      0.75        22
         21       0.60      0.69      0.64        13
         22       0.91      0.71      0.80        14
         23       0.74      0.93      0.82        15
         24       0.70      0.78      0.74        18
         25       0.81      0.62      0.70        21
         26       0.84      0.84      0.84        19
         27       0.61      0.79      0.69        14
         28       0.76      0.87      0.81        15
         29       0.87      0.71      0.78        28
         30       0.82      0.64      0.72        22
         31       0.68      0.68      0.68        22
         32       0.53      0.56      0.55        16
         33       0.81      0.65      0.72        20
         34       0.50      0.53      0.51        17
         35       0.70      0.70      0.70        23
         36       0.85      0.65      0.73        17
         37       0.63      0.79      0.70        24
         38       0.64      0.78      0.70        18
         39       0.74      0.68      0.71        25
         40       0.56      0.61      0.58        23
         41       0.78      0.70      0.74        20
         42       0.71      0.48      0.57        21
         43       0.78      0.75      0.77        24
         44       0.75      0.63      0.69        19
         45       0.67      0.73      0.70        22
         46       0.79      0.81      0.80        27
         47       0.42      0.82      0.56        17
         48       0.68      0.71      0.70        21
         49       0.80      0.76      0.78        21
         50       0.78      0.58      0.67        24
         51       0.84      0.70      0.76        23
         52       0.56      0.77      0.65        13
         53       0.64      0.67      0.65        21
         54       0.70      0.67      0.68        21
         55       0.50      0.86      0.63        14
         56       0.78      0.78      0.78        23
         57       0.57      0.72      0.63        18
         58       0.50      0.60      0.55        15
         59       0.77      0.74      0.76        23
         60       0.59      0.77      0.67        13
         61       0.81      0.73      0.77        30
         62       0.67      0.64      0.65        22
         63       0.85      0.79      0.82        29
         64       0.89      0.78      0.83        32
         65       0.69      0.75      0.72        24
         66       0.76      0.79      0.78        24
         67       0.87      0.65      0.74        20
         68       0.60      0.60      0.60        15
         69       0.69      0.79      0.73        14
         70       0.68      0.87      0.76        15
         71       0.62      0.62      0.62        13
         72       0.46      0.50      0.48        12
         73       0.60      0.71      0.65        21
         74       0.80      0.60      0.69        20
         75       0.69      0.55      0.61        20
         76       0.69      0.56      0.62        16
         77       0.67      0.82      0.73        22
         78       0.75      0.55      0.63        22
         79       0.83      0.65      0.73        23
         80       0.94      0.74      0.83        23
         81       0.73      0.89      0.80        18
         82       0.52      0.74      0.61        19
         83       0.80      0.70      0.74        23
         84       0.61      0.65      0.63        17
         85       0.58      0.82      0.68        22
         86       0.41      0.63      0.50        19
         87       0.87      0.50      0.63        26
         88       0.88      0.61      0.72        23
         89       0.57      0.59      0.58        22
         90       0.61      0.67      0.64        21
         91       0.70      0.73      0.71        22
         92       0.56      0.67      0.61        15

avg / total       0.72      0.69      0.70      1860
