             precision    recall  f1-score   support

          0       0.23      0.33      0.27        21
          1       0.26      0.50      0.34        18
          2       0.36      0.38      0.37        21
          3       0.36      0.36      0.36        22
          4       0.57      0.64      0.60        25
          5       0.31      0.39      0.34        28
          6       0.44      0.50      0.47        14
          7       0.80      0.63      0.71        19
          8       0.67      0.61      0.64        23
          9       0.44      0.53      0.48        15
         10       0.59      0.62      0.61        16
         11       0.48      0.60      0.53        20
         12       0.60      0.83      0.70        18
         13       0.88      0.64      0.74        22
         14       0.89      0.76      0.82        21
         15       0.38      0.43      0.40        14
         16       0.65      0.68      0.67        25
         17       0.85      0.74      0.79        23
         18       0.53      0.85      0.65        20
         19       0.50      0.75      0.60        12
         20       0.55      0.67      0.60        24
         21       0.73      0.47      0.57        17
         22       0.57      0.71      0.63        17
         23       0.80      0.62      0.70        26
         24       0.68      0.65      0.67        20
         25       0.74      0.52      0.61        27
         26       0.50      0.45      0.48        11
         27       0.59      0.72      0.65        18
         28       0.57      0.43      0.49        28
         29       0.96      0.78      0.86        32
         30       0.77      0.74      0.76        23
         31       0.50      0.60      0.55        15
         32       0.74      0.61      0.67        23
         33       0.75      0.75      0.75        16
         34       0.38      0.61      0.47        18
         35       0.86      0.76      0.81        25
         36       0.75      0.57      0.65        21
         37       0.78      0.82      0.80        17
         38       0.67      0.60      0.63        10
         39       0.72      0.68      0.70        19
         40       0.75      0.67      0.71        18
         41       0.88      0.67      0.76        21
         42       0.85      0.65      0.73        17
         43       0.52      0.72      0.60        18
         44       0.72      0.67      0.69        27
         45       0.73      0.65      0.69        17
         46       0.56      0.56      0.56        25
         47       0.50      0.54      0.52        13
         48       0.75      0.50      0.60        30
         49       0.50      0.56      0.53        18
         50       0.83      0.69      0.75        29
         51       0.72      0.75      0.73        24
         52       0.68      0.72      0.70        18
         53       0.62      0.80      0.70        20
         54       0.43      0.67      0.52        18
         55       0.74      0.56      0.64        25
         56       0.64      0.50      0.56        18
         57       0.79      0.54      0.64        28
         58       0.74      0.63      0.68        27
         59       0.52      0.62      0.57        21
         60       0.79      0.83      0.81        18
         61       0.80      0.47      0.59        17
         62       0.37      0.58      0.45        12
         63       0.79      0.58      0.67        19
         64       0.75      0.64      0.69        14
         65       0.93      0.64      0.76        22
         66       0.91      0.56      0.69        18
         67       0.50      0.93      0.65        14
         68       0.48      0.52      0.50        23
         69       0.50      0.59      0.54        17
         70       0.57      0.52      0.55        23
         71       0.67      0.56      0.61        18
         72       0.52      0.65      0.58        17
         73       0.67      0.76      0.71        21
         74       0.60      0.63      0.62        19
         75       0.81      0.71      0.76        24
         76       0.46      0.67      0.55        18
         77       0.80      0.50      0.62        24
         78       0.68      0.59      0.63        22
         79       0.60      0.56      0.58        16
         80       0.53      0.53      0.53        19
         81       0.50      0.68      0.58        19
         82       0.67      0.58      0.62        24
         83       0.56      0.69      0.62        13
         84       0.88      0.61      0.72        23
         85       0.58      0.68      0.62        22
         86       0.60      0.50      0.55        18
         87       0.59      0.71      0.65        14
         88       0.45      0.45      0.45        22
         89       0.35      0.37      0.36        19
         90       0.84      0.67      0.74        24
         91       0.85      0.58      0.69        19
         92       0.78      0.58      0.67        12

avg / total       0.65      0.62      0.62      1860
